Ua1,Ub1,Uc1,Ua2,Ub2,Uc2,Ua3,Ub3,Uc3,Ia1,Ib1,Ic1,Ia2,Ib2,Ic2,Ia3,Ib3,Ic3,Ia4,Ib4,Ic4,Ia5,Ib5,Ic5,fault,line,position
7.722,7.722,7.722,0,0,0,3.77,3.77,3.77,11.539,11.539,11.539,0.186,0.186,0.186,1.205,1.205,1.205,1.205,1.205,1.205,0.372,0.372,0.372,3psc,Line1,0
15.919,15.919,15.919,9.855,9.855,9.855,10.163,10.163,10.163,9.718,9.718,9.718,0.016,0.016,0.016,0.954,0.954,0.954,0.954,0.954,0.954,0.543,0.543,0.543,3psc,Line1,5
21.787,21.787,21.787,16.948,16.948,16.948,14.563,14.563,14.563,8.356,8.356,8.356,0.118,0.118,0.118,0.763,0.763,0.763,0.763,0.763,0.763,0.68,0.68,0.68,3psc,Line1,10
26.106,26.106,26.106,22.224,22.224,22.224,17.636,17.636,17.636,7.305,7.305,7.305,0.227,0.227,0.227,0.613,0.613,0.613,0.613,0.613,0.613,0.797,0.797,0.797,3psc,Line1,15
29.355,29.355,29.355,26.25,26.25,26.25,19.779,19.779,19.779,6.471,6.471,6.471,0.32,0.32,0.32,0.492,0.492,0.492,0.492,0.492,0.492,0.9,0.9,0.9,3psc,Line1,20
31.835,31.835,31.835,29.379,29.379,29.379,21.241,21.241,21.241,5.794,5.794,5.794,0.402,0.402,0.402,0.39,0.39,0.39,0.39,0.39,0.39,0.996,0.996,0.996,3psc,Line1,25
33.74,33.74,33.74,31.843,31.843,31.843,22.178,22.178,22.178,5.233,5.233,5.233,0.478,0.478,0.478,0.303,0.303,0.303,0.303,0.303,0.303,1.087,1.087,1.087,3psc,Line1,30
35.201,35.201,35.201,33.794,33.794,33.794,22.692,22.692,22.692,4.761,4.761,4.761,0.549,0.549,0.549,0.227,0.227,0.227,0.227,0.227,0.227,1.175,1.175,1.175,3psc,Line1,35
36.306,36.306,36.306,35.34,35.34,35.34,22.852,22.852,22.852,4.356,4.356,4.356,0.617,0.617,0.617,0.159,0.159,0.159,0.159,0.159,0.159,1.264,1.264,1.264,3psc,Line1,40
37.116,37.116,37.116,36.555,36.555,36.555,22.7,22.7,22.7,4.005,4.005,4.005,0.684,0.684,0.684,0.098,0.098,0.098,0.098,0.098,0.098,1.354,1.354,1.354,3psc,Line1,45
37.673,37.673,37.673,37.492,37.492,37.492,22.264,22.264,22.264,3.697,3.697,3.697,0.752,0.752,0.752,0.049,0.049,0.049,0.049,0.049,0.049,1.447,1.447,1.447,3psc,Line1,50
38.006,38.006,38.006,38.188,38.188,38.188,21.556,21.556,21.556,3.423,3.423,3.423,0.822,0.822,0.822,0.045,0.045,0.045,0.045,0.045,0.045,1.544,1.544,1.544,3psc,Line1,55
38.134,38.134,38.134,38.669,38.669,38.669,20.579,20.579,20.579,3.178,3.178,3.178,0.894,0.894,0.894,0.089,0.089,0.089,0.089,0.089,0.089,1.648,1.648,1.648,3psc,Line1,60
38.067,38.067,38.067,38.951,38.951,38.951,19.327,19.327,19.327,2.955,2.955,2.955,0.969,0.969,0.969,0.141,0.141,0.141,0.141,0.141,0.141,1.759,1.759,1.759,3psc,Line1,65
37.807,37.807,37.807,39.043,39.043,39.043,17.784,17.784,17.784,2.75,2.75,2.75,1.05,1.05,1.05,0.194,0.194,0.194,0.194,0.194,0.194,1.879,1.879,1.879,3psc,Line1,70
37.35,37.35,37.35,38.946,38.946,38.946,15.924,15.924,15.924,2.56,2.56,2.56,1.137,1.137,1.137,0.25,0.25,0.25,0.25,0.25,0.25,2.01,2.01,2.01,3psc,Line1,75
36.685,36.685,36.685,38.657,38.657,38.657,13.709,13.709,13.709,2.382,2.382,2.382,1.232,1.232,1.232,0.308,0.308,0.308,0.308,0.308,0.308,2.155,2.155,2.155,3psc,Line1,80
35.794,35.794,35.794,38.163,38.163,38.163,11.089,11.089,11.089,2.214,2.214,2.214,1.336,1.336,1.336,0.37,0.37,0.37,0.37,0.37,0.37,2.316,2.316,2.316,3psc,Line1,85
34.648,34.648,34.648,37.444,37.444,37.444,7.997,7.997,7.997,2.051,2.051,2.051,1.453,1.453,1.453,0.437,0.437,0.437,0.437,0.437,0.437,2.498,2.498,2.498,3psc,Line1,90
33.207,33.207,33.207,36.469,36.469,36.469,4.341,4.341,4.341,1.893,1.893,1.893,1.585,1.585,1.585,0.51,0.51,0.51,0.51,0.51,0.51,2.704,2.704,2.704,3psc,Line1,95
31.417,31.417,31.417,35.197,35.197,35.197,0,0,0,1.735,1.735,1.735,1.735,1.735,1.735,0.591,0.591,0.591,0.591,0.591,0.591,2.942,2.942,2.942,3psc,Line1,100
7.722,7.722,7.722,0,0,0,3.77,3.77,3.77,0.186,0.186,0.186,11.539,11.539,11.539,1.205,1.205,1.205,1.205,1.205,1.205,0.372,0.372,0.372,3psc,Line2,0
15.919,15.919,15.919,9.855,9.855,9.855,10.163,10.163,10.163,0.016,0.016,0.016,9.718,9.718,9.718,0.954,0.954,0.954,0.954,0.954,0.954,0.543,0.543,0.543,3psc,Line2,5
21.787,21.787,21.787,16.948,16.948,16.948,14.563,14.563,14.563,0.118,0.118,0.118,8.356,8.356,8.356,0.763,0.763,0.763,0.763,0.763,0.763,0.68,0.68,0.68,3psc,Line2,10
26.106,26.106,26.106,22.224,22.224,22.224,17.636,17.636,17.636,0.227,0.227,0.227,7.305,7.305,7.305,0.613,0.613,0.613,0.613,0.613,0.613,0.797,0.797,0.797,3psc,Line2,15
29.355,29.355,29.355,26.25,26.25,26.25,19.779,19.779,19.779,0.32,0.32,0.32,6.471,6.471,6.471,0.492,0.492,0.492,0.492,0.492,0.492,0.9,0.9,0.9,3psc,Line2,20
31.835,31.835,31.835,29.379,29.379,29.379,21.241,21.241,21.241,0.402,0.402,0.402,5.794,5.794,5.794,0.39,0.39,0.39,0.39,0.39,0.39,0.996,0.996,0.996,3psc,Line2,25
33.74,33.74,33.74,31.843,31.843,31.843,22.178,22.178,22.178,0.478,0.478,0.478,5.233,5.233,5.233,0.303,0.303,0.303,0.303,0.303,0.303,1.087,1.087,1.087,3psc,Line2,30
35.201,35.201,35.201,33.794,33.794,33.794,22.692,22.692,22.692,0.549,0.549,0.549,4.761,4.761,4.761,0.227,0.227,0.227,0.227,0.227,0.227,1.175,1.175,1.175,3psc,Line2,35
36.306,36.306,36.306,35.34,35.34,35.34,22.852,22.852,22.852,0.617,0.617,0.617,4.356,4.356,4.356,0.159,0.159,0.159,0.159,0.159,0.159,1.264,1.264,1.264,3psc,Line2,40
37.116,37.116,37.116,36.555,36.555,36.555,22.7,22.7,22.7,0.684,0.684,0.684,4.005,4.005,4.005,0.098,0.098,0.098,0.098,0.098,0.098,1.354,1.354,1.354,3psc,Line2,45
37.673,37.673,37.673,37.492,37.492,37.492,22.264,22.264,22.264,0.752,0.752,0.752,3.697,3.697,3.697,0.049,0.049,0.049,0.049,0.049,0.049,1.447,1.447,1.447,3psc,Line2,50
38.006,38.006,38.006,38.188,38.188,38.188,21.556,21.556,21.556,0.822,0.822,0.822,3.423,3.423,3.423,0.045,0.045,0.045,0.045,0.045,0.045,1.544,1.544,1.544,3psc,Line2,55
38.134,38.134,38.134,38.669,38.669,38.669,20.579,20.579,20.579,0.894,0.894,0.894,3.178,3.178,3.178,0.089,0.089,0.089,0.089,0.089,0.089,1.648,1.648,1.648,3psc,Line2,60
38.067,38.067,38.067,38.951,38.951,38.951,19.327,19.327,19.327,0.969,0.969,0.969,2.955,2.955,2.955,0.141,0.141,0.141,0.141,0.141,0.141,1.759,1.759,1.759,3psc,Line2,65
37.807,37.807,37.807,39.043,39.043,39.043,17.784,17.784,17.784,1.05,1.05,1.05,2.75,2.75,2.75,0.194,0.194,0.194,0.194,0.194,0.194,1.879,1.879,1.879,3psc,Line2,70
37.35,37.35,37.35,38.946,38.946,38.946,15.924,15.924,15.924,1.137,1.137,1.137,2.56,2.56,2.56,0.25,0.25,0.25,0.25,0.25,0.25,2.01,2.01,2.01,3psc,Line2,75
36.685,36.685,36.685,38.657,38.657,38.657,13.709,13.709,13.709,1.232,1.232,1.232,2.382,2.382,2.382,0.308,0.308,0.308,0.308,0.308,0.308,2.155,2.155,2.155,3psc,Line2,80
35.794,35.794,35.794,38.163,38.163,38.163,11.089,11.089,11.089,1.336,1.336,1.336,2.214,2.214,2.214,0.37,0.37,0.37,0.37,0.37,0.37,2.316,2.316,2.316,3psc,Line2,85
34.648,34.648,34.648,37.444,37.444,37.444,7.997,7.997,7.997,1.453,1.453,1.453,2.051,2.051,2.051,0.437,0.437,0.437,0.437,0.437,0.437,2.498,2.498,2.498,3psc,Line2,90
33.207,33.207,33.207,36.469,36.469,36.469,4.341,4.341,4.341,1.585,1.585,1.585,1.893,1.893,1.893,0.51,0.51,0.51,0.51,0.51,0.51,2.704,2.704,2.704,3psc,Line2,95
31.417,31.417,31.417,35.197,35.197,35.197,0,0,0,1.735,1.735,1.735,1.735,1.735,1.735,0.591,0.591,0.591,0.591,0.591,0.591,2.942,2.942,2.942,3psc,Line2,100
7.722,7.722,7.722,0,0,0,3.77,3.77,3.77,0.186,0.186,0.186,0.186,0.186,0.186,10.519,10.519,10.519,1.205,1.205,1.205,0.372,0.372,0.372,3psc,Line3,0
9.125,9.125,9.125,3.135,3.135,3.135,6.057,6.057,6.057,0.144,0.144,0.144,0.144,0.144,0.144,9.784,9.784,9.784,0.935,0.935,0.935,0.288,0.288,0.288,3psc,Line3,5
10.245,10.245,10.245,5.849,5.849,5.849,7.992,7.992,7.992,0.106,0.106,0.106,0.106,0.106,0.106,9.128,9.128,9.128,0.686,0.686,0.686,0.212,0.212,0.212,3psc,Line3,10
11.119,11.119,11.119,8.205,8.205,8.205,9.624,9.624,9.624,0.07,0.07,0.07,0.07,0.07,0.07,8.536,8.536,8.536,0.455,0.455,0.455,0.14,0.14,0.14,3psc,Line3,15
11.775,11.775,11.775,10.254,10.254,10.254,10.993,10.993,10.993,0.037,0.037,0.037,0.037,0.037,0.037,8.001,8.001,8.001,0.237,0.237,0.237,0.073,0.073,0.073,3psc,Line3,20
12.236,12.236,12.236,12.034,12.034,12.034,12.13,12.13,12.13,0.005,0.005,0.005,0.005,0.005,0.005,7.512,7.512,7.512,0.033,0.033,0.033,0.01,0.01,0.01,3psc,Line3,25
12.518,12.518,12.518,13.58,13.58,13.58,13.06,13.06,13.06,0.026,0.026,0.026,0.026,0.026,0.026,7.064,7.064,7.064,0.166,0.166,0.166,0.051,0.051,0.051,3psc,Line3,30
12.635,12.635,12.635,14.915,14.915,14.915,13.801,13.801,13.801,0.055,0.055,0.055,0.055,0.055,0.055,6.65,6.65,6.65,0.356,0.356,0.356,0.11,0.11,0.11,3psc,Line3,35
12.597,12.597,12.597,16.062,16.062,16.062,14.37,14.37,14.37,0.083,0.083,0.083,0.083,0.083,0.083,6.266,6.266,6.266,0.541,0.541,0.541,0.167,0.167,0.167,3psc,Line3,40
12.409,12.409,12.409,17.038,17.038,17.038,14.779,14.779,14.779,0.111,0.111,0.111,0.111,0.111,0.111,5.908,5.908,5.908,0.723,0.723,0.723,0.223,0.223,0.223,3psc,Line3,45
12.076,12.076,12.076,17.855,17.855,17.855,15.035,15.035,15.035,0.139,0.139,0.139,0.139,0.139,0.139,5.573,5.573,5.573,0.902,0.902,0.902,0.278,0.278,0.278,3psc,Line3,50
11.599,11.599,11.599,18.524,18.524,18.524,15.147,15.147,15.147,0.167,0.167,0.167,0.167,0.167,0.167,5.256,5.256,5.256,1.081,1.081,1.081,0.334,0.334,0.334,3psc,Line3,55
10.978,10.978,10.978,19.053,19.053,19.053,15.116,15.116,15.116,0.194,0.194,0.194,0.194,0.194,0.194,4.956,4.956,4.956,1.261,1.261,1.261,0.389,0.389,0.389,3psc,Line3,60
10.21,10.21,10.21,19.448,19.448,19.448,14.945,14.945,14.945,0.222,0.222,0.222,0.222,0.222,0.222,4.669,4.669,4.669,1.442,1.442,1.442,0.445,0.445,0.445,3psc,Line3,65
9.29,9.29,9.29,19.713,19.713,19.713,14.634,14.634,14.634,0.251,0.251,0.251,0.251,0.251,0.251,4.395,4.395,4.395,1.627,1.627,1.627,0.502,0.502,0.502,3psc,Line3,70
8.212,8.212,8.212,19.849,19.849,19.849,14.179,14.179,14.179,0.28,0.28,0.28,0.28,0.28,0.28,4.13,4.13,4.13,1.817,1.817,1.817,0.56,0.56,0.56,3psc,Line3,75
6.965,6.965,6.965,19.856,19.856,19.856,13.578,13.578,13.578,0.31,0.31,0.31,0.31,0.31,0.31,3.873,3.873,3.873,2.012,2.012,2.012,0.621,0.621,0.621,3psc,Line3,80
5.537,5.537,5.537,19.732,19.732,19.732,12.821,12.821,12.821,0.342,0.342,0.342,0.342,0.342,0.342,3.623,3.623,3.623,2.216,2.216,2.216,0.684,0.684,0.684,3psc,Line3,85
3.914,3.914,3.914,19.473,19.473,19.473,11.902,11.902,11.902,0.375,0.375,0.375,0.375,0.375,0.375,3.377,3.377,3.377,2.428,2.428,2.428,0.749,0.749,0.749,3psc,Line3,90
2.076,2.076,2.076,19.072,19.072,19.072,10.807,10.807,10.807,0.409,0.409,0.409,0.409,0.409,0.409,3.133,3.133,3.133,2.653,2.653,2.653,0.818,0.818,0.818,3psc,Line3,95
0,0,0,18.52,18.52,18.52,9.523,9.523,9.523,0.446,0.446,0.446,0.446,0.446,0.446,2.89,2.89,2.89,2.89,2.89,2.89,0.892,0.892,0.892,3psc,Line3,100
7.722,7.722,7.722,0,0,0,3.77,3.77,3.77,0.186,0.186,0.186,0.186,0.186,0.186,1.205,1.205,1.205,10.519,10.519,10.519,0.372,0.372,0.372,3psc,Line4,0
9.125,9.125,9.125,3.135,3.135,3.135,6.057,6.057,6.057,0.144,0.144,0.144,0.144,0.144,0.144,0.935,0.935,0.935,9.784,9.784,9.784,0.288,0.288,0.288,3psc,Line4,5
10.245,10.245,10.245,5.849,5.849,5.849,7.992,7.992,7.992,0.106,0.106,0.106,0.106,0.106,0.106,0.686,0.686,0.686,9.128,9.128,9.128,0.212,0.212,0.212,3psc,Line4,10
11.119,11.119,11.119,8.205,8.205,8.205,9.624,9.624,9.624,0.07,0.07,0.07,0.07,0.07,0.07,0.455,0.455,0.455,8.536,8.536,8.536,0.14,0.14,0.14,3psc,Line4,15
11.775,11.775,11.775,10.254,10.254,10.254,10.993,10.993,10.993,0.037,0.037,0.037,0.037,0.037,0.037,0.237,0.237,0.237,8.001,8.001,8.001,0.073,0.073,0.073,3psc,Line4,20
12.236,12.236,12.236,12.034,12.034,12.034,12.13,12.13,12.13,0.005,0.005,0.005,0.005,0.005,0.005,0.033,0.033,0.033,7.512,7.512,7.512,0.01,0.01,0.01,3psc,Line4,25
12.518,12.518,12.518,13.58,13.58,13.58,13.06,13.06,13.06,0.026,0.026,0.026,0.026,0.026,0.026,0.166,0.166,0.166,7.064,7.064,7.064,0.051,0.051,0.051,3psc,Line4,30
12.635,12.635,12.635,14.915,14.915,14.915,13.801,13.801,13.801,0.055,0.055,0.055,0.055,0.055,0.055,0.356,0.356,0.356,6.65,6.65,6.65,0.11,0.11,0.11,3psc,Line4,35
12.597,12.597,12.597,16.062,16.062,16.062,14.37,14.37,14.37,0.083,0.083,0.083,0.083,0.083,0.083,0.541,0.541,0.541,6.266,6.266,6.266,0.167,0.167,0.167,3psc,Line4,40
12.409,12.409,12.409,17.038,17.038,17.038,14.779,14.779,14.779,0.111,0.111,0.111,0.111,0.111,0.111,0.723,0.723,0.723,5.908,5.908,5.908,0.223,0.223,0.223,3psc,Line4,45
12.076,12.076,12.076,17.855,17.855,17.855,15.035,15.035,15.035,0.139,0.139,0.139,0.139,0.139,0.139,0.902,0.902,0.902,5.573,5.573,5.573,0.278,0.278,0.278,3psc,Line4,50
11.599,11.599,11.599,18.524,18.524,18.524,15.147,15.147,15.147,0.167,0.167,0.167,0.167,0.167,0.167,1.081,1.081,1.081,5.256,5.256,5.256,0.334,0.334,0.334,3psc,Line4,55
10.978,10.978,10.978,19.053,19.053,19.053,15.116,15.116,15.116,0.194,0.194,0.194,0.194,0.194,0.194,1.261,1.261,1.261,4.956,4.956,4.956,0.389,0.389,0.389,3psc,Line4,60
10.21,10.21,10.21,19.448,19.448,19.448,14.945,14.945,14.945,0.222,0.222,0.222,0.222,0.222,0.222,1.442,1.442,1.442,4.669,4.669,4.669,0.445,0.445,0.445,3psc,Line4,65
9.29,9.29,9.29,19.713,19.713,19.713,14.634,14.634,14.634,0.251,0.251,0.251,0.251,0.251,0.251,1.627,1.627,1.627,4.395,4.395,4.395,0.502,0.502,0.502,3psc,Line4,70
8.212,8.212,8.212,19.849,19.849,19.849,14.179,14.179,14.179,0.28,0.28,0.28,0.28,0.28,0.28,1.817,1.817,1.817,4.13,4.13,4.13,0.56,0.56,0.56,3psc,Line4,75
6.965,6.965,6.965,19.856,19.856,19.856,13.578,13.578,13.578,0.31,0.31,0.31,0.31,0.31,0.31,2.012,2.012,2.012,3.873,3.873,3.873,0.621,0.621,0.621,3psc,Line4,80
5.537,5.537,5.537,19.732,19.732,19.732,12.821,12.821,12.821,0.342,0.342,0.342,0.342,0.342,0.342,2.216,2.216,2.216,3.623,3.623,3.623,0.684,0.684,0.684,3psc,Line4,85
3.914,3.914,3.914,19.473,19.473,19.473,11.902,11.902,11.902,0.375,0.375,0.375,0.375,0.375,0.375,2.428,2.428,2.428,3.377,3.377,3.377,0.749,0.749,0.749,3psc,Line4,90
2.076,2.076,2.076,19.072,19.072,19.072,10.807,10.807,10.807,0.409,0.409,0.409,0.409,0.409,0.409,2.653,2.653,2.653,3.133,3.133,3.133,0.818,0.818,0.818,3psc,Line4,95
0,0,0,18.52,18.52,18.52,9.523,9.523,9.523,0.446,0.446,0.446,0.446,0.446,0.446,2.89,2.89,2.89,2.89,2.89,2.89,0.892,0.892,0.892,3psc,Line4,100
0,0,0,18.52,18.52,18.52,9.523,9.523,9.523,0.446,0.446,0.446,0.446,0.446,0.446,2.89,2.89,2.89,2.89,2.89,2.89,8.878,8.878,8.878,3psc,Line5,0
4.374,4.374,4.374,21.288,21.288,21.288,10.672,10.672,10.672,0.526,0.526,0.526,0.526,0.526,0.526,2.64,2.64,2.64,2.64,2.64,2.64,8.191,8.191,8.191,3psc,Line5,5
8.112,8.112,8.112,23.627,23.627,23.627,11.525,11.525,11.525,0.6,0.6,0.6,0.6,0.6,0.6,2.422,2.422,2.422,2.422,2.422,2.422,7.596,7.596,7.596,3psc,Line5,10
11.333,11.333,11.333,25.618,25.618,25.618,12.13,12.13,12.13,0.668,0.668,0.668,0.668,0.668,0.668,2.23,2.23,2.23,2.23,2.23,2.23,7.074,7.074,7.074,3psc,Line5,15
14.126,14.126,14.126,27.319,27.319,27.319,12.522,12.522,12.522,0.733,0.733,0.733,0.733,0.733,0.733,2.059,2.059,2.059,2.059,2.059,2.059,6.613,6.613,6.613,3psc,Line5,20
16.564,16.564,16.564,28.779,28.779,28.779,12.731,12.731,12.731,0.795,0.795,0.795,0.795,0.795,0.795,1.907,1.907,1.907,1.907,1.907,1.907,6.204,6.204,6.204,3psc,Line5,25
18.7,18.7,18.7,30.033,30.033,30.033,12.775,12.775,12.775,0.854,0.854,0.854,0.854,0.854,0.854,1.769,1.769,1.769,1.769,1.769,1.769,5.837,5.837,5.837,3psc,Line5,30
20.579,20.579,20.579,31.109,31.109,31.109,12.672,12.672,12.672,0.913,0.913,0.913,0.913,0.913,0.913,1.644,1.644,1.644,1.644,1.644,1.644,5.505,5.505,5.505,3psc,Line5,35
22.236,22.236,22.236,32.032,32.032,32.032,12.432,12.432,12.432,0.97,0.97,0.97,0.97,0.97,0.97,1.529,1.529,1.529,1.529,1.529,1.529,5.205,5.205,5.205,3psc,Line5,40
23.699,23.699,23.699,32.819,32.819,32.819,12.065,12.065,12.065,1.027,1.027,1.027,1.027,1.027,1.027,1.423,1.423,1.423,1.423,1.423,1.423,4.931,4.931,4.931,3psc,Line5,45
24.992,24.992,24.992,33.485,33.485,33.485,11.576,11.576,11.576,1.084,1.084,1.084,1.084,1.084,1.084,1.326,1.326,1.326,1.326,1.326,1.326,4.68,4.68,4.68,3psc,Line5,50
26.133,26.133,26.133,34.042,34.042,34.042,10.969,10.969,10.969,1.141,1.141,1.141,1.141,1.141,1.141,1.234,1.234,1.234,1.234,1.234,1.234,4.449,4.449,4.449,3psc,Line5,55
27.139,27.139,27.139,34.499,34.499,34.499,10.246,10.246,10.246,1.199,1.199,1.199,1.199,1.199,1.199,1.149,1.149,1.149,1.149,1.149,1.149,4.235,4.235,4.235,3psc,Line5,60
28.021,28.021,28.021,34.864,34.864,34.864,9.408,9.408,9.408,1.258,1.258,1.258,1.258,1.258,1.258,1.068,1.068,1.068,1.068,1.068,1.068,4.036,4.036,4.036,3psc,Line5,65
28.79,28.79,28.79,35.144,35.144,35.144,8.453,8.453,8.453,1.319,1.319,1.319,1.319,1.319,1.319,0.992,0.992,0.992,0.992,0.992,0.992,3.851,3.851,3.851,3psc,Line5,70
29.455,29.455,29.455,35.342,35.342,35.342,7.378,7.378,7.378,1.382,1.382,1.382,1.382,1.382,1.382,0.919,0.919,0.919,0.919,0.919,0.919,3.677,3.677,3.677,3psc,Line5,75
30.024,30.024,30.024,35.462,35.462,35.462,6.178,6.178,6.178,1.446,1.446,1.446,1.446,1.446,1.446,0.849,0.849,0.849,0.849,0.849,0.849,3.514,3.514,3.514,3psc,Line5,80
30.5,30.5,30.5,35.507,35.507,35.507,4.849,4.849,4.849,1.514,1.514,1.514,1.514,1.514,1.514,0.781,0.781,0.781,0.781,0.781,0.781,3.36,3.36,3.36,3psc,Line5,85
30.889,30.889,30.889,35.477,35.477,35.477,3.383,3.383,3.383,1.584,1.584,1.584,1.584,1.584,1.584,0.716,0.716,0.716,0.716,0.716,0.716,3.214,3.214,3.214,3psc,Line5,90
31.194,31.194,31.194,35.374,35.374,35.374,1.77,1.77,1.77,1.658,1.658,1.658,1.658,1.658,1.658,0.653,0.653,0.653,0.653,0.653,0.653,3.075,3.075,3.075,3psc,Line5,95
31.417,31.417,31.417,35.197,35.197,35.197,0,0,0,1.735,1.735,1.735,1.735,1.735,1.735,0.591,0.591,0.591,0.591,0.591,0.591,2.942,2.942,2.942,3psc,Line5,100
72.225,37.926,35.228,71.7,35.85,35.85,71.938,36.951,35.202,0.017,9.748,9.742,0.017,0.139,0.148,0.112,0.904,0.96,0.112,0.904,0.96,0.035,0.279,0.296,2psc,Line1,0
72.008,41.691,34.502,71.522,39.617,33.578,71.744,39.574,33.87,0.015,8.23,8.224,0.015,0.003,0.015,0.099,0.707,0.758,0.099,0.707,0.758,0.031,0.428,0.441,2psc,Line1,5
71.833,44.494,35.343,71.381,42.666,33.773,71.589,41.395,33.813,0.014,7.091,7.085,0.014,0.113,0.108,0.089,0.557,0.604,0.089,0.557,0.604,0.028,0.549,0.56,2psc,Line1,10
71.693,46.599,36.666,71.27,45.076,34.941,71.465,42.654,34.225,0.013,6.209,6.204,0.013,0.205,0.2,0.082,0.438,0.483,0.082,0.438,0.483,0.025,0.651,0.66,2psc,Line1,15
71.582,48.198,38.029,71.182,46.981,36.38,71.367,43.509,34.751,0.012,5.507,5.502,0.012,0.283,0.278,0.076,0.341,0.385,0.076,0.341,0.385,0.024,0.741,0.75,2psc,Line1,20
71.493,49.422,39.267,71.112,48.495,37.794,71.288,44.062,35.239,0.011,4.936,4.931,0.011,0.353,0.348,0.072,0.26,0.304,0.072,0.26,0.304,0.022,0.825,0.833,2psc,Line1,25
71.423,50.36,40.333,71.057,49.703,39.074,71.226,44.38,35.632,0.011,4.462,4.458,0.011,0.417,0.412,0.069,0.189,0.235,0.069,0.189,0.235,0.021,0.903,0.911,2psc,Line1,30
71.367,51.073,41.218,71.013,50.67,40.185,71.177,44.51,35.91,0.01,4.062,4.057,0.01,0.477,0.472,0.066,0.128,0.176,0.066,0.128,0.176,0.02,0.98,0.987,2psc,Line1,35
71.324,51.604,41.931,70.98,51.439,41.124,71.139,44.482,36.074,0.01,3.718,3.714,0.01,0.535,0.531,0.064,0.073,0.128,0.064,0.073,0.128,0.02,1.056,1.063,2psc,Line1,40
71.291,51.983,42.485,70.954,52.044,41.899,71.11,44.315,36.129,0.01,3.42,3.416,0.01,0.593,0.588,0.063,0.031,0.094,0.063,0.031,0.094,0.019,1.134,1.141,2psc,Line1,45
71.267,52.229,42.894,70.936,52.509,42.521,71.09,44.025,36.084,0.009,3.158,3.154,0.009,0.65,0.646,0.062,0.044,0.083,0.062,0.044,0.083,0.019,1.214,1.22,2psc,Line1,50
71.252,52.356,43.167,70.924,52.85,43,71.077,43.62,35.952,0.009,2.925,2.921,0.009,0.709,0.705,0.061,0.087,0.099,0.061,0.087,0.099,0.019,1.297,1.304,2psc,Line1,55
71.244,52.374,43.314,70.919,53.079,43.347,71.07,43.105,35.745,0.009,2.716,2.712,0.009,0.77,0.766,0.061,0.132,0.131,0.061,0.132,0.131,0.019,1.385,1.392,2psc,Line1,60
71.244,52.286,43.341,70.919,53.203,43.567,71.07,42.484,35.482,0.009,2.526,2.522,0.009,0.835,0.83,0.061,0.178,0.17,0.061,0.178,0.17,0.019,1.479,1.486,2psc,Line1,65
71.251,52.094,43.25,70.924,53.226,43.665,71.076,41.759,35.185,0.009,2.351,2.347,0.009,0.903,0.899,0.061,0.225,0.213,0.061,0.225,0.213,0.019,1.581,1.588,2psc,Line1,70
71.265,51.793,43.045,70.935,53.147,43.643,71.088,40.931,34.883,0.01,2.189,2.185,0.01,0.977,0.973,0.062,0.274,0.258,0.062,0.274,0.258,0.019,1.692,1.699,2psc,Line1,75
71.286,51.377,42.726,70.952,52.962,43.502,71.107,40.004,34.619,0.01,2.037,2.033,0.01,1.058,1.053,0.063,0.324,0.307,0.063,0.324,0.307,0.019,1.814,1.822,2psc,Line1,80
71.315,50.836,42.293,70.976,52.665,43.239,71.133,38.985,34.454,0.01,1.893,1.888,0.01,1.146,1.142,0.064,0.378,0.359,0.064,0.378,0.359,0.02,1.95,1.958,2psc,Line1,85
71.352,50.152,41.745,71.005,52.241,42.85,71.166,37.89,34.476,0.01,1.754,1.749,0.01,1.245,1.24,0.066,0.437,0.416,0.066,0.437,0.416,0.02,2.103,2.111,2psc,Line1,90
71.399,49.304,41.085,71.043,51.674,42.333,71.207,36.751,34.809,0.011,1.618,1.613,0.011,1.357,1.352,0.069,0.501,0.478,0.069,0.501,0.478,0.021,2.276,2.284,2psc,Line1,95
71.457,48.26,40.322,71.089,50.936,41.682,71.258,35.629,35.629,0.011,1.484,1.479,0.011,1.484,1.479,0.072,0.572,0.547,0.072,0.572,0.547,0.022,2.475,2.483,2psc,Line1,100
72.225,37.926,35.228,71.7,35.85,35.85,71.938,36.951,35.202,0.017,0.139,0.148,0.017,9.748,9.742,0.112,0.904,0.96,0.112,0.904,0.96,0.035,0.279,0.296,2psc,Line2,0
72.008,41.691,34.502,71.522,39.617,33.578,71.744,39.574,33.87,0.015,0.003,0.015,0.015,8.23,8.224,0.099,0.707,0.758,0.099,0.707,0.758,0.031,0.428,0.441,2psc,Line2,5
71.833,44.494,35.343,71.381,42.666,33.773,71.589,41.395,33.813,0.014,0.113,0.108,0.014,7.091,7.085,0.089,0.557,0.604,0.089,0.557,0.604,0.028,0.549,0.56,2psc,Line2,10
71.693,46.599,36.666,71.27,45.076,34.941,71.465,42.654,34.225,0.013,0.205,0.2,0.013,6.209,6.204,0.082,0.438,0.483,0.082,0.438,0.483,0.025,0.651,0.66,2psc,Line2,15
71.582,48.198,38.029,71.182,46.981,36.38,71.367,43.509,34.751,0.012,0.283,0.278,0.012,5.507,5.502,0.076,0.341,0.385,0.076,0.341,0.385,0.024,0.741,0.75,2psc,Line2,20
